StopId,Code,Name,StopType,Zone,Ward,AddressNo,Street,SupportDisability,Status,Lng,Lat,Search,Routes_Outbound,Routes_Inbound,Total_Routes,Both_Directions,HasSupport
7068,HNB_126,Làng Đại học Khu B,Trụ dừng,Huyện Nhà Bè,Xã Phước Kiển,Làng Đại học Khu B,Nguyễn Hữu Thọ,Có,Đang khai thác,106.70792,10.710159,LDhKB LDhKB NHT,72,,1,No,True
7069,HNB_127,Làng Đại học Khu B,Ô sơn,Huyện Nhà Bè,Xã Phước Kiển,Đối diện Làng ĐH Khu B,Nguyễn Hữu Thọ,Có,Đang khai thác,106.708714,10.710091,LDhKB DdLDKB NHT,,72,1,No,True
7072,HNB 128,Cầu Phước Kiểng,Trụ dừng,Huyện Nhà Bè,Xã Phước Kiển,Trụ đèn 158,Nguyễn Hữu Thọ,Có,Đang khai thác,106.722232,10.677831,CPK Td158 NHT,72,,1,No,True
7073,HNB 129,Cầu Phước Kiểng,Trụ dừng,Huyện Nhà Bè,Xã Phước Kiển,Trụ đèn 17,Nguyễn Hữu Thọ,Có,Đang khai thác,106.72279,10.677757,CPK Td17 NHT,,72,1,No,True
7074,HNB 130,Cầu Bảng 2,Trụ dừng,Huyện Nhà Bè,Thị trấn Nhà Bè,Trụ đèn 50,Nguyễn Hữu Thọ,Có,Đang khai thác,106.719368,10.690593,CB2 Td50 NHT,,72,1,No,True
7075,HNB 131,Phú Long,Trụ dừng,Huyện Nhà Bè,Xã Phước Kiển,Đối diện KDC Phú Long,Nguyễn Hữu Thọ,Có,Đang khai thác,106.720655,10.684162,PL DdKPL NHT,72,,1,No,True
7076,HNB 132,Phú Long,Trụ dừng,Huyện Nhà Bè,Xã Phước Kiển,Phú Long,Nguyễn Hữu Thọ,Có,Đang khai thác,106.721213,10.684478,PL PL NHT,,72,1,No,True
7077,HNB 133,Khu dân cư Galleria,Trụ dừng,Huyện Nhà Bè,Xã Phước Kiển,Khu dân cư Galleria,Nguyễn Hữu Thọ,Có,Đang khai thác,106.712378,10.704266,KdcG KdcG NHT,72,,1,No,True
7135,HCC 041,Điện lực Củ Chi - Ngã 3 Việt Kiều,Trụ dừng,Huyện Củ Chi,Xã Tân Thông Hội,413,Quốc lộ 22,Có,Đang khai thác,106.503161,10.9602,DlCC-N3VK 413 Ql22,,74,1,No,True
7144,QTD 233,Đường 38,Ô sơn,TP. Thủ Đức - KV3,Phường Hiệp Bình Phước,122,Hiệp Bình,Có,Đang khai thác,106.730933,10.843148,D38 122 HB,57,,1,No,True
7153,HBC 463,Chùa Pháp Tịnh,Trụ dừng,Huyện Bình Chánh,Thị trấn Tân Túc,Đối diện Đ15/20A,Nguyễn Cửu Phú,Có,Đang khai thác,106.580096,10.700914,CPT DdD NCP,,73,1,No,True
7154,HBC 464,Công ty Hồng Ngọc Mai,Trụ dừng,Huyện Bình Chánh,Thị trấn Tân Túc,Đối diện 16/25A,Nguyễn Cửu Phú,Có,Đang khai thác,106.580343,10.704762,CtHNM Dd16/25A NCP,,73,1,No,True
7158,Q9 280,Đường số 10,Trụ dừng,TP. Thủ Đức - KV2,Phường Long Trường,Đối diện trụ diện T180,Tam Đa,Có,Đang khai thác,106.831323,10.80803,Ds10 DdtdT TD,141,,1,No,True
7159,Q9 281,Trạm Hutech - Khu Công nghệ cao,Nhà chờ,TP. Thủ Đức - KV2,Phường Hiệp Phú,Trước Trung tâm Đào tạo NL CLC Hutech,Song hành phải Xa Lộ Hà Nội,Có,Đang khai thác,106.785523,10.856191,TH-KCnc TTtDtNCH ShpXLHN,"6, 76",,2,No,True
7160,Q9 068,Câu cá Lan Anh,Trụ dừng,TP. Thủ Đức - KV2,,Đối diện 27,Lã Xuân Oai,Có,Đang khai thác,106.815627,10.809105,CcLA Dd27 LXO,,141,1,No,True
7176,QBT 283,Quán cơm,Trụ dừng,Quận Bình Tân,Phường Bình Trị Đông B,714,Tên Lửa,Có,Đang khai thác,106.606044,10.755834,Qc 714 TL,,41,1,No,True
7245,Q12 198,Cầu Bến Phân,Ô sơn,Quận 12,Phường An Phú Đông,48,Tô Ngọc Vân,Có,Đang khai thác,106.666946,10.8579,CBP 48 TNV,146,,1,No,True
7246,Q12 199,Tịnh xá Ngọc Phước,Trụ dừng,Quận 12,Phường An Phú Đông,39/1,Tô Ngọc Vân,Có,Đang khai thác,106.668942,10.860091,TxNP 39/1 TNV,146,,1,No,True
7248,Q12 201,Cầu Bến Phân,Ô sơn,Quận 12,Phường An Phú Đông,9/1,Tô Ngọc Vân,Có,Đang khai thác,106.667059,10.858469,CBP 9/1 TNV,,146,1,No,True
7249,Q12 202,UBND Quận 12,Trụ dừng,Quận 12,Phường An Phú Đông,A101-A100,Lê Thị Riêng,Có,Đang khai thác,106.654839,10.863277,UQ12 A LTR,146,,1,No,True
7250,Q12 203,Bia Heniken Việt Nam,Trụ dừng,Quận 12,Phường An Phú Đông,68,Lê Thị Riêng,Có,Đang khai thác,106.654501,10.869179,BHVN 68 LTR,146,,1,No,True
7251,Q12 204,Trường THCS Nguyễn Trung Trực,Trụ dừng,Quận 12,Phường An Phú Đông,364,Lê Thị Riêng,Có,Đang khai thác,106.655014,10.875501,TTNTT 364 LTR,146,,1,No,True
7252,Q12 205,Trường trung học cơ sở Nguyễn Trung Trực,Trụ dừng,Quận 12,Phường An Phú Đông,345,Lê Thị Riêng,Có,Đang khai thác,106.654796,10.875738,TthcsNTT 345 LTR,,146,1,No,True
7253,Q12 206,Bia Heniken Việt Nam,Trụ dừng,Quận 12,Phường An Phú Đông,Bia Heniken Việt Nam,Lê Thị Riêng,Có,Đang khai thác,106.654329,10.868942,BHVN BHVN LTR,,146,1,No,True
7254,Q12 207,Ủy Ban nhân dân Quận 12,Trụ dừng,Quận 12,Phường An Phú Đông,01,Lê Thị Riêng,Có,Đang khai thác,106.65464,10.863347,?BndQ12 01 LTR,,146,1,No,True
7255,Q12 208,Nguyễn Thị Kiêu,Trụ dừng,Quận 12,Phường An Phú Đông,68A,Nguyễn Thị Kiêu,Có,Đang khai thác,106.651921,10.875438,NTK 68A NTK,,146,1,No,True
7256,Q12 209,Nguyễn Thị Kiêu,Trụ dừng,Quận 12,Phường An Phú Đông,83-85,Nguyễn Thị Kiêu,Có,Đang khai thác,106.652259,10.875559,NTK 83-85 NTK,146,,1,No,True
7264,Q1 178,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,Hàm nghi 3,Hàm Nghi,Có,Đang khai thác,106.700758,10.770985,TTctdHN Hn3 HN,"44, 65",,2,No,True
7266,Q1 180,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,Hàm Nghi 7,Hàm Nghi,Có,Đang khai thác,106.700807,10.770896,TTctdHN HN7 HN,"4, 88",1,3,Yes,True
7269,Q1 183,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Bến Thành,Hàm Nghi 8,Hàm Nghi,Có,Đang khai thác,106.699514,10.771117,TTctdHN HN8 HN,,88,1,No,True
7273,Q1 187,Khách sạn New World,Nhà chờ,Quận 1,Phường Bến Thành,Số 76,Lê Lai,Có,Đang khai thác,106.695946,10.770964,KsNW S76 LL,,"4, 20, 88, 93, 102",5,No,True
7274,Q1 188,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Bến Thành,94-96,Lê Lai,Có,Đang khai thác,106.693495,10.769952,NTN 94-96 LL,,"4, 20, 69, 72, 88, 93, 102",7,No,True
7275,Q1 189,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Bến Thành,202-204,Lê Lai,Có,Đang khai thác,106.690469,10.768761,TTT 202-204 LL,,"4, 20, 69, 72, 88, 93, 102",7,No,True
7276,Q1 190,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,277-279-275Y,Phạm Ngũ Lão,Có,Đang khai thác,106.690941,10.76767,TTT 277-279-275Y PNL,"4, 20, 65, 69, 72, 88, 93, 102",,8,No,True
7277,Q1 191,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,187,Phạm Ngũ Lão,Có,Đang khai thác,106.693699,10.768788,NTN 187 PNL,"4, 20, 65, 69, 72, 93, 102",,7,No,True
7278,Q1 192,Trường Emst Thalmann,Nhà chờ,Quận 1,Phường Phạm Ngũ Lão,Trường Emst Thalmann,Phạm Ngũ Lão,Có,Đang khai thác,106.695587,10.769504,TET TET PNL,"4, 20, 65, 69, 93",,5,No,True
7282,BX101,Bến xe buýt Chợ Lớn - A,Bến xe,Quận 6,Phường 01,BẾN XE BUÝT CHỢ LỚN A,Lê Quang Sung,Có,Đang khai thác,106.652607,10.751259,BxbCL-A BXBCLA LQS,103,103,2,Yes,True
7306,HNB_098,Chợ tạm,Trụ dừng,Huyện Nhà Bè,Xã Long Thới,26,Nguyễn Văn Tạo,Có,Đang khai thác,106.733948,10.63952,Ct 26 NVT,,72,1,No,True
7307,HNB_097,Chợ tạm,Trụ dừng,Huyện Nhà Bè,Thị trấn Nhà Bè,129,Nguyễn Văn Tạo,Có,Đang khai thác,106.733857,10.639414,Ct 129 NVT,72,,1,No,True
7531,QBT 294,Đường Tên Lửa,Trụ dừng,Quận Bình Tân,Phường Bình Trị Đông B,308,Đường số 1,Có,Đang khai thác,106.611516,10.747807,DTL 308 Ds1,,41,1,No,True
7532,QBT 295,Đường số 34,Trụ dừng,Quận Bình Tân,Phường Bình Trị Đông B,408-410,Đường số 1,Có,Đang khai thác,106.607836,10.746532,Ds34 408-410 Ds1,,41,1,No,True
7533,QBT 296,Đường số 13,Trụ dừng,Quận Bình Tân,Phường Bình Trị Đông B,Đối diện 64,Đường số 34,Có,Đang khai thác,106.607906,10.744318,Ds13 Dd64 Ds34,,41,1,No,True
7534,QBT 297,Đường Tên Lửa,Trụ dừng,Quận Bình Tân,Phường Bình Trị Đông B,339-341,Đường số 1,Có,Đang khai thác,106.611124,10.747507,DTL 339-341 Ds1,41,,1,No,True
7535,QBT 298,Đường số 34,Trụ dừng,Quận Bình Tân,Phường Bình Trị Đông B,451,Đường số 1,Có,Đang khai thác,106.607332,10.746237,Ds34 451 Ds1,41,,1,No,True
7537,QBT 300,Bệnh Viện Quốc Tế,Trụ dừng,Quận Bình Tân,Phường Bình Trị Đông B,138,Đường số 17A,Có,Đang khai thác,106.60966,10.742342,BVQT 138 Ds17A,41,,1,No,True
7564,Q1 196,Bảo tàng Mỹ Thuật,Trụ dừng,Quận 1,Phường Bến Nghé,56,Nguyễn Thái Bình,Có,Đang khai thác,106.699669,10.769251,BtMT 56 NTB,102,,1,No,True
7573,Q6 118,Đường 72,Ô sơn,Quận 6,Phường 10,41-43,Trần Văn Kiểu,Có,Đang khai thác,106.626568,10.733435,D72 41-43 TVK,61,,1,No,True
7574,Q6 119,Tòa án Nhân dân Quận 6,Trụ dừng,Quận 6,Phường 10,105,Trần Văn Kiểu,Có,Đang khai thác,106.627035,10.736745,TaNdQ6 105 TVK,61,,1,No,True
7575,Q6 120,Thảo Đường Thiền Tự,Ô sơn,Quận 6,Phường 10,165,Trần Văn Kiểu,Có,Đang khai thác,106.627668,10.740128,TDTT 165 TVK,61,,1,No,True
7592,HNB 156,Trạm radar thời tiết Nhà Bè,Trụ dừng,Huyện Nhà Bè,Xã Long Thới,192,Nguyễn Văn Tạo,Có,Đang khai thác,106.726835,10.66065,TrttNB 192 NVT,72,,1,No,True
7593,HNB 157,Trạm radar thời tiết Nhà Bè,Trụ dừng,Huyện Nhà Bè,Xã Long Thới,Đối diện 198,Nguyễn Văn Tạo,Có,Đang khai thác,106.7272,10.660503,TrttNB Dd198 NVT,,72,1,No,True
7601,QBT 307,Trung tâm Thanh thiếu niên miền Nam,Ô sơn,Quận Bình Tân,Phường Bình Hưng Hoà B,Trung tâm thanh thiếu niên miền Nam,Đường số 3,Có,Đang khai thác,106.593019,10.810776,TtTtnmN TtttnmN Ds3,,69,1,No,True
7602,QBT 308,Ủy ban nhân dân Bình Hưng Hòa B,Ô sơn,Quận Bình Tân,Phường Bình Hưng Hoà B,224 (Ốc Quyên 2),Đường số 3,Có,Đang khai thác,106.593835,10.814206,?bndBHHB 224(Q2) Ds3,,69,1,No,True
7603,QBT 306,Chung cư Green Town,Nhà chờ,Quận Bình Tân,Phường Bình Hưng Hoà B,Chung cư GreenTown ,Đường số 3,Có,Đang khai thác,106.591871,10.805296,CcGT CcG Ds3,,69,1,No,True
7604,QBT 305,Trường Trí Tuệ Việt,Ô sơn,Quận Bình Tân,Phường Bình Hưng Hoà B,Số 79 Trường Trí Tuệ Việt,Đường số 3,Có,Đang khai thác,106.591169,10.803652,TTTV S79TTTV Ds3,69,69,2,Yes,True
7605,QBT 304,Chung cư GreenTown,Nhà chờ,Quận Bình Tân,Phường Bình Hưng Hoà B,Đối diện chung cư GreenTown (giữa 02 cây xanh số 66-65),Đường số 3,Có,Đang khai thác,106.591855,10.805686,CcG DdccG(02cxs66-65) Ds3,69,,1,No,True
7606,QBT 303,Trường THCS Huỳnh Văn Nghệ ,Ô sơn,Quận Bình Tân,Phường Bình Hưng Hoà B,Trường Huỳnh Văn Nghệ,Đường số 3,Có,Đang khai thác,106.592896,10.810702,TTHVN THVN Ds3,69,,1,No,True
7607,QBT 302,Ủy ban nhân dân Bình Hưng Hòa B,Ô sơn,Quận Bình Tân,Phường Bình Hưng Hoà B,Trụ chiếu sáng 4 (Đối diện Ốc Quyên 2),Đường số 3,Có,Đang khai thác,106.593674,10.813863,?bndBHHB Tcs4(d?Q2) Ds3,69,,1,No,True
7617,HCC 279,chợ Củ Chi,Nhà chờ,Huyện Củ Chi,Thị trấn Củ Chi,chợ Củ Chi,Quốc lộ 22,Có,Đang khai thác,106.482453,10.970495,cCC cCC Ql22,,74,1,No,True
7625,QTD 266,KTX Khu B ĐHQG,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,KTX Khu B ĐHQG (hướng vào),Trục chính sô 7,Có,Đang khai thác,106.782871,10.88196,KKBD KKBD(v Tcs7,99,,1,No,True
7626,QTD 267,KTX Khu B ĐHQG,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,KTX Khu B ĐHQG (hướng ra),Trục chính số 7,Có,Đang khai thác,106.78233,10.881686,KKBD KKBD(r Tcs7,,99,1,No,True
7627,QTD 264,Viện Tài nguyên môi trường,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Viện Tài nguyên môi trường,Trục chính số 7,Có,Đang khai thác,106.78719,10.879805,VTnmt VTnmt Tcs7,,99,1,No,True
7628,QTD 265,Viện Tài nguyên môi trường,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Đối diện Viện Tài nguyên môi trường,Trục chính số 7,Có,Đang khai thác,106.787013,10.879984,VTnmt DdVTnmt Tcs7,99,,1,No,True
7637,QTD 262 ,Nhà khách ĐHQG,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Nhà khách ĐHQG (CX264-266),Nguyễn Du,Có,Đang khai thác,106.795521,10.880685,NkD NkD( ND,,99,1,No,True
7638,QTD 263,Nhà Khách ĐHQG,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Đối diện nhà khách ĐHQG (CX353-355),Nguyễn Du,Có,Đang khai thác,106.795558,10.880864,NKD DdnkD( ND,99,,1,No,True
7639,QTD 268,KTX Khu B ĐHQG,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Cổng sau KTX Khu B ĐHQG,Đường Tiêu biểu số 3,Có,Đang khai thác,106.779116,10.883203,KKBD CsKKBD DTbs3,99,,1,No,True
7640,QTD 269 ,KTX Khu B ĐHQG,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Đối diện Cổng sau KTX Khu B ĐHQG,Đường Tiêu biểu số 3,Có,Đang khai thác,106.778483,10.883487,KKBD DdCsKKBD DTbs3,,99,1,No,True
7641,QTD 260 ,Hồ Đá ,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Nút giao Nguyễn Du - Lê Quý Đôn (CX362-364),Nguyễn Du,Có,Đang khai thác,106.800145,10.882966,HD NgND-LQD( ND,,99,1,No,True
7642,QTD 261,Hồ Đá ,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Nút giao Lê Quý Đôn - Nguyễn Du (CX497-499),Nguyễn Du,Có,Đang khai thác,106.8,10.883092,HD NgLQD-ND( ND,99,,1,No,True
7644,QTD 251,Vành đại ĐHQG TPHCM,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Cột điện 6 ĐHQG (Cafe Mưa Bụi),Đường 621,Có,Đang khai thác,106.806995,10.874405,VdDT Cd6D(MB D621,99,,1,No,True
7647,QTD 252,KTX Khu A ĐH Quốc Gia TPHCM,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Nút giao Quảng trường (hướng ra),Quảng Trường Sáng Tạo,Có,Đang khai thác,106.804914,10.875638,KKADQGT NgQt(r QTST,,99,1,No,True
7648,QTD 253,KTX Khu A ĐH Quốc Gia TPHCM,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Nút giao Quảng trường (hướng vào),Quảng Trường Sáng Tạo,Có,Đang khai thác,106.804968,10.875886,KKADQGT NgQt(v QTST,99,,1,No,True
7651,QTD 272,ĐH Khoa học tự nhiên,Trụ dừng,TP. Thủ Đức - KV3,,đối diện trạm CNG ,Đường 621,Có,Đang khai thác,106.806271,10.874619,DKhtn ddtC D621,,99,1,No,True
7656,QTD 273,Đại học Quốc tế,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Đại học Quốc Tế (cổng ra) ,Lê Quý Đôn,Có,Đang khai thác,106.803004,10.876792,DhQt DhQT(r LQD,,99,1,No,True
7657,QTD 274,Đại học Quốc tế,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Trung,Nút giao Lê Quý Đôn - ThomasEdison (đ/d ĐH Quốc tế),Lê Quý Đôn,Có,Đang khai thác,106.802731,10.878182,DhQt NgLQD-T(DQt LQD,99,,1,No,True
7693,Q1 1950,Nam Kỳ Khởi Nghĩa,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,93-95,Hàm Nghi,Có,Đang khai thác,106.701354,10.770875,NKKN 93-95 HN,"4, 20, 88, 93",1,5,Yes,True
7695,BX 33,Bến xe Miền Đông mới,Bến xe,TP. Thủ Đức - KV2,Phường Long Bình,Bến xe Miền Đông mới,Quốc lộ 1,Có,Đang khai thác,106.81497,10.878606,BxMDm BxMDm Ql1,"76, 93","76, 93",4,Yes,True
7739,H21_02,Sacombank Head Office,Nhà chờ,Quận 3,Phường 08,266Bis,Nam Kỳ Khởi Nghĩa,Có,Chưa khai thác,106.68639,10.78767,SHO 266Bis NKKN,4,,1,No,True
7782,Q2 107,UBND Thành phố Thủ Đức,Trụ dừng,TP. Thủ Đức - KV1,Phường Thạnh Mỹ Lợi,Đối diện toà nhà Somerset,Phan Văn Đáng,Có,Đang khai thác,106.75676,10.77753,UTpTD DdtnS PVD,99,,1,No,True
7800,HHM 245,Trường Đại học Ngoại ngữ - Tin học TP.HCM,Trụ dừng,Huyện Hóc Môn,Xã Tân Xuân,Trường Đại học Ngoại ngữ - Tin học TP.HCM,Quốc lộ 22,Có,Đang khai thác,106.600921,10.864569,TDhNn-ThT TDhNn-ThT Ql22,74,,1,No,True
7803,Q1 026,Ba Son,Ô sơn,Quận 1,Phường Bến Nghé,Đối diện số 2,Tôn Đức Thắng,Có,Đang khai thác,106.706815,10.781625,BS Dds2 TDT,44,88,2,Yes,True
7807,QTB 162,Ga Quốc nội Sân bay Tân Sơn Nhất,Biển treo,Quận Tân Bình,,Cột B06 - B09,Làn B - Ga Quốc nội,Có,Đang khai thác,106.66281,10.813927,GQnSbTSN CB-B LB-GQn,103,103,2,Yes,True
7808,Q9 307,Vòng xoay Liên Phường,Trụ dừng,TP. Thủ Đức - KV2,Phường Phước Long B,107,Liên Phường,Có,Đang khai thác,106.788604,10.806922,VxLP 107 LP,,153,1,No,True
7809,Q9 308,Vòng xoay Liên Phường,Trụ dừng,TP. Thủ Đức - KV2,Phường Phước Long B,Kế 396,Liên Phường,Có,Đang khai thác,106.787593,10.807252,VxLP K396 LP,153,,1,No,True
7810,Q9 309,Trường CĐ Sư phạm Trung ương 2 (CS2),Trụ dừng,TP. Thủ Đức - KV2,Phường Phước Long B,117-119,Liên Phường,Có,Đang khai thác,106.783458,10.806888,TCSpTu2( 117-119 LP,,"29, 153",2,No,True
7821,Q7 198,Khu chế xuất Tân Thuận,Trụ dừng,Quận 7,Phường Bình Thuận,KCX Tân Thuận,Nguyễn Văn Linh,Có,Đang khai thác,106.726255,10.752672,KcxTT KTT NVL,,20,1,No,True
7847,HCC 355,Công ty Thủy lợi TP.HCM,Ô sơn,Huyện Củ Chi,Xã Tân Phú Trung,Công ty Thủy lợi TP.HCM (21),Quốc lộ 22,Có,Đang khai thác,106.555012,10.929399,CtTlT CtTlT( Ql22,,74,1,No,True
7848,QBTH 161,Học viện Cán bộ TPHCM - Cổng 2,Trụ dừng,Quận Bình Thạnh,,Bên cạnh số 71,Phan Chu Trinh,Có,Chưa khai thác,106.700763,10.813038,HvCbT-C2 Bcs71 PCT,,161,1,No,True
7856,QBTH 162,Học viện cán bộ TPHCM - Cổng 6,Trụ dừng,Quận Bình Thạnh,Phường 12,Cổng số 6 Học viện cán bộ,Chu Văn An,Có,Chưa khai thác,106.702244,10.811031,HvcbT-C6 Cs6Hvcb CVA,161,,1,No,True
7857,QBTH 163,Học viện cán bộ TPHCM - Cổng 6,Trụ dừng,Quận Bình Thạnh,Phường 12,Đối diện cổng số 6 Học viện cán bộ,Chu Văn An,Có,Chưa khai thác,106.703211,10.810994,HvcbT-C6 Ddcs6Hvcb CVA,,161,1,No,True
7858,QBTH 164,Đường số 8,Trụ dừng,Quận Bình Thạnh,Phường 01,208-210,Chu Văn An,Có,Chưa khai thác,106.706242,10.81091,Ds8 208-210 CVA,161,,1,No,True
7859,QBTH 165,Đường số 8,Trụ dừng,Quận Bình Thạnh,Phường 12,145-147,Chu Văn An,Có,Chưa khai thác,106.706843,10.810661,Ds8 145-147 CVA,,161,1,No,True
7860,QBTH 166,Chung cư 1050,Trụ dừng,Quận Bình Thạnh,Phường 12,Đối diện chung cư 1050,Phan Chu Trinh,Có,Chưa khai thác,106.70068,10.815899,Cc1050 Ddcc1050 PCT,161,,1,No,True
7867,QBTH 173,Chung cư Thế kỷ 21,Trụ dừng,Quận Bình Thạnh,Phường 25,151-153,Ung Văn Khiêm,Có,Chưa khai thác,106.722789,10.801624,CcTk21 151-153 UVK,161,,1,No,True
7870,TPTĐ 001,Công viên Bờ Sông Sài Gòn-Thảo Điền,Nhà chờ,TP. Thủ Đức - KV1,Phường Thảo Điền,Đối diện Công viên Bờ Sông Sài Gòn-Thảo Điền,Nguyễn Văn Hưởng,Có,Đang khai thác,106.72854,10.801637,CvBSSGD DdCvBSSGD NVH,153,,1,No,True
7871,TPTĐ 002,Công viên Bờ Sông Sài Gòn-Thảo Điền,Nhà chờ,TP. Thủ Đức - KV1,Phường Thảo Điền,Đối diện Ngân hàng HD Bank (1 đường số 49B),Nguyễn Văn Hưởng,Có,Đang khai thác,106.728165,10.801955,CvBSSGD DdNhHB(ds49B) NVH,,153,1,No,True
7872,TPTĐ 003,Căn hộ Hoàng Anh,Nhà chờ,TP. Thủ Đức - KV1,Phường Thảo Điền,37,Nguyễn Văn Hưởng,Có,Đang khai thác,106.72686,10.804302,ChHA 37 NVH,153,,1,No,True
7873,TPTĐ 004,Khu nhà biệt thự 38 Nguyễn Văn Hưởng,Nhà chờ,TP. Thủ Đức - KV1,Phường Thảo Điền,40,Nguyễn Văn Hưởng,Có,Đang khai thác,106.7264,10.80485,Knbt38NVH 40 NVH,,153,1,No,True
7874,TPTĐ 005,Khu biệt thự cao cấp Thảo Điền,Nhà chờ,TP. Thủ Đức - KV1,Phường Thảo Điền,Đối diện 25 HOLM,Nguyễn Văn Hưởng,Có,Đang khai thác,106.725138,10.810821,KbtccTD Dd25H NVH,153,,1,No,True
7875,TPTĐ 007,Tòa nhà River Garden,Trụ dừng,TP. Thủ Đức - KV1,Phường Thảo Điền,Giữa chung cư River Garden,Nguyễn Văn Hưởng,Có,Đang khai thác,106.727113,10.81534,TnRG GccRG NVH,153,,1,No,True
7876,TPTĐ 008,Trường Quốc tế Á Châu - Nguyenvanhuong Campus,Nhà chờ,TP. Thủ Đức - KV1,Phường Thảo Điền,179,Nguyễn Văn Hưởng,Có,Đang khai thác,106.727878,10.816087,TQtAC-NC 179 NVH,,153,1,No,True
7877,TPTĐ 009,Chung cư XI Riverview Palace,Nhà chờ,TP. Thủ Đức - KV1,Phường Thảo Điền,189,Nguyễn Văn Hưởng,Có,Đang khai thác,106.731602,10.817484,CcXRP 189 NVH,,153,1,No,True
7878,TPTĐ 010,Chung cư XI Riverview Palace,Nhà chờ,TP. Thủ Đức - KV1,Phường Thảo Điền,190 - Chung cư XI,Nguyễn Văn Hưởng,Có,Đang khai thác,106.730777,10.817397,CcXRP 190-CcX NVH,153,,1,No,True
7879,TPTĐ 011,"BIS HCMC, Junior Campus",Trụ dừng,TP. Thủ Đức - KV1,Phường Thảo Điền,204,Nguyễn Văn Hưởng,Có,Đang khai thác,106.732504,10.813029,BHJC 204 NVH,153,,1,No,True
7880,TPTĐ 012,"BIS HCMC, Junior Campus",Nhà chờ,TP. Thủ Đức - KV1,Phường Thảo Điền,215,Nguyễn Văn Hưởng,Có,Đang khai thác,106.731594,10.811666,BHJC 215 NVH,,153,1,No,True
7881,TPTĐ 013,Nhà Văn Hóa Thảo Điền,Nhà chờ,TP. Thủ Đức - KV1,Phường Thảo Điền,Đầu hẻm 76,Nguyễn Văn Hưởng,Có,Đang khai thác,106.732463,10.809173,NVHTD Dh76 NVH,,153,1,No,True
7882,TPTĐ 014,Ban điều hành khu phố 4,Nhà chờ,TP. Thủ Đức - KV1,Phường Thảo Điền,Đầu đường số 4 (Ban điều hành khu phố 4),Nguyễn Văn Hưởng,Có,Đang khai thác,106.731993,10.809371,Bdhkp4 Dds4(dhkp4) NVH,153,,1,No,True
7915,TPTĐ 047,The Estella,Trụ dừng,TP. Thủ Đức - KV1,Phường An Phú,The Estella,Đường số 25,Có,Đang khai thác,106.748552,10.800769,TE TE Ds25,,153,1,No,True
7916,TPTĐ 048,The Estella,Trụ dừng,TP. Thủ Đức - KV1,Phường An Phú,1B31 Khu Phố 5,Đường số 24,Có,Đang khai thác,106.748025,10.800047,TE 1B31KP5 Ds24,153,,1,No,True
7917,TPTĐ 049,Chung cư Lexington - Block C ,Trụ dừng,TP. Thủ Đức - KV1,Phường An Phú,"Gần Ngân hàng Shinhan, Chi nhánh Đông Sài Gòn",Lồ Bắc,Có,Đang khai thác,106.751557,10.799281,CcL-BC GNhSCnDSG LB,153,,1,No,True
7918,TPTĐ 050,Chung cư Imperia An Phú-Block B ,Trụ dừng,TP. Thủ Đức - KV1,Phường An Phú,Đối diện Block B Chung cư Imperia An Phú,Lồ Bắc,Có,Đang khai thác,106.750988,10.799544,CcIAPB DdBBCcIAP LB,,153,1,No,True
7919,TPTĐ 051,Lexington Residence,Trụ dừng,TP. Thủ Đức - KV1,Phường An Phú,Nằm giữa Lexington Residence với Volkswagen An Phú,Mai Chí Thọ,Có,Đang khai thác,106.752434,10.798072,LR NgLRvVAP MCT,153,99,2,Yes,True
7920,TPTĐ 052,Ban điều hành KP3,Trụ dừng,TP. Thủ Đức - KV1,Phường An Phú,"Gần Ban điều hành KP3, Phường An Phú",Mai Chí Thọ,Có,Đang khai thác,106.752994,10.797208,BdhK GBdhKPAP MCT,99,153,2,Yes,True
